word1,word2,falseness
charrier,calare,0.29436404
carat,carato,0.054334015
charbonnier,carbonaio,0.127399
quel,quale,0.24422702
charitable,carità,0.126894
charnelle,carnale,0.020078003
charme,carpino,0.320992
carte,carta,0.08646399
chaste,casto,0.07279503
châtelain,castellano,0.14280301
catastrophe,catastrofe,0.009446025
catégorie,categoria,0.090773016
catholique,cattolico,0.16494703
caustique,caustico,0.001691997
causer,causare,0.014640987
caverneux,cavernoso,0.019583046
casuel,casuale,0.341756
célérité,celerità,0.010652006
céleste,celeste,0.060871005
cénotaphe,cenotafio,0.030933976
centaure,centaurus,0.081752
centurion,centurione,0.043536007
ciel,cerro,0.453634
cerf,cervo,0.032535017
céréale,cereale,0.06630695
césure,cesura,0.034601986
clamer,chiamare,0.151523
cail,caglio,0.305232
cyclique,ciclico,0.021585047
quinquennal,quinquennale,0.031747997
quand,cuando,0.442378
cine,cena,0.48605096
circonspection,circospezione,0.05668199
circonspection,circospezione,0.05668199
citrine,citrino,0.050332963
civil,civile,0.017867029
civilité,civiltà,0.24161503
classique,classico,0.09934002
clément,clemente,0.0124929845
clérical,clericale,0.015525997
cloaque,cloaca,0.006889999
cor,corno,0.09096104
côte,costa,0.012396991
mitt,gomito,0.493236
coiffe,cuffia,0.13911802
collapse,collasso,0.201772
collègue,collega,0.097445965
choline,collina,0.60216504
colonne,colonna,0.11748001
colloque,colloquio,0.32282498
colori,colore,0.11176598
colonne,colonna,0.11748001
comique,comico,0.027824998
comité,comite,0.413859
compiler,compilare,0.010274053
compote,composta,0.56444204
communicatif,comunicativo,0.06850898
co,con,0.39636296
concession,congedo,0.47884703
concevoir,concepire,0.11745095
conception,concezione,0.019127965
conception,concezione,0.019127965
concomitant,concomitante,0.013140976
concomitant,concomitante,0.013140976
concordat,concordare,0.26873598
concubin,concubina,0.035552025
conducteur,conduttore,0.205518
confection,confezione,0.05490899
confection,confezione,0.05490899
confluent,confluente,0.082782984
congeler,congelare,0.021138012
congruence,congruenza,0.022427022
conjonction,congiunzione,0.004485011
conjonctif,congiuntivo,0.205892
conjoncture,congiuntura,0.05356896
consacrer,consacrare,0.293448
considération,considerazione,0.015689015
console,consolare,0.49177
consternation,costernazione,0.01473999
consul,consul,0.15813798
consulte,consultare,0.07752597
contaminer,contaminare,0.0055220127
contemporain,contemporáneo,0.143316
contigu,contiguo,0.039959967
contingence,contingenza,0.0012840033
continu,continue,0.259072
contracter,contratto,0.412181
contradictoire,contraddittorio,0.021532
contumace,contumacia,0.018692017
convection,convezione,0.024475992
convenant,conveniente,0.08376303
convent,convento,0.116852015
convergent,convergente,0.03513497
caravelle,caravella,0.122574
corbeau,corbo,0.33930802
corridor,corridore,0.41601303
cornu,cornuto,0.09476802
couronne,incoronare,0.33154497
corroborer,corroborare,0.059347034
corolle,corolla,0.046875
corollaire,corollario,0.087889016
corporal,corpo,0.163652
courtine,cortina,0.22310302
cosmique,cosmico,0.038176
carpe,carpa,0.048994005
crasse,crasi,0.25927803
croire,credenza,0.31200302
crème,crema,0.14464298
chrétien,cristiano,0.005881965
croiseur,croce,0.587101
cru,crudo,0.048336
coucou,cucco,0.28846896
culm,colmo,0.41472298
comprendre,comprendere,0.022678971
curial,curiale,0.08273199
curieux,curioso,0.08960801
cul,culo,0.09031099
it,quasi,0.31519103
dommages,danno,0.23419398
dorénavant,di,0.258119
débile,debole,0.29894498
débiteur,debitore,0.058955014
décade,decade,0.04495102
décalogue,decalogo,0.0075779557
doyen,decano,0.009980023
décennal,decennale,0.019932002
déductif,dedurre,0.19628799
déductif,deduttivo,0.015286982
déisme,deismo,0.02479899
dauphin,delfino,0.016961992
délicat,delicato,0.0025980473
délicieux,delizioso,0.032519996
délire,delirio,0.05391097
dément,demente,0.29027396
démission,dimissione,0.024245977
dense,denso,0.00040203333
dentition,dentizione,0.07086998
départ,dipartimento,0.58151
dépot,deposito,0.021928012
déposer,deporre,0.12078798
descendre,discendere,0.029183984
défaire,disfare,0.08326495
détriment,detrimento,0.189302
détritus,detrito,0.07287902
diacre,diacono,0.008288026
diatribe,diatriba,0.086661994
dîme,decima,0.331146
dilettante,dilettante,0.091892004
discipline,disciplinare,0.20786601
discordance,discordia,0.34375697
discret,discreto,0.101004004
discuter,discutere,0.23767099
discussion,discussione,0.048895
dissension,dissenso,0.067947984
dissimuler,dissimulare,0.10960901
dissolution,dissoluzione,0.015372038
dithyrambe,ditirambo,0.016333997
diurétique,diuretico,0.012602031
diurne,diurno,0.033217013
divers,diverso,0.32189304
dividende,dividere,0.43140498
dividende,dividendo,0.25447696
dissoudre,dissolvere,0.06941396
dame,donna,0.18960997
dogmatique,dogmatico,0.018934965
domination,dominazione,0.029950976
dam,donno,0.332495
donne,donare,0.31062898
dorique,dorico,0.068322
dormeuse,dormire,0.16161999
dos,dosso,0.322138
dragon,draco,0.30916598
drupe,drupa,0.04605198
dual,duale,0.031093031
ductile,duttile,0.097748995
doux,dolce,0.028358996
il,el,0.378506
équin,equino,0.04404503
équivoque,equivoco,0.16915298
équateur,equatore,0.10888004
effervescent,effervescente,0.019123018
efficient,efficiente,0.041777015
effusion,effusione,0.059794962
élégie,elegia,0.007598996
hélice,elice,0.314585
élite,elite,0.17756501
élision,elisione,0.030622005
émaner,emanare,0.06527001
émanciper,emancipare,0.03883505
émersion,emersione,0.047113955
émétique,emetico,0.015502989
emi,emisfero,0.566919
empirique,empirico,0.03540498
encaustique,inchiostro,0.12396002
énergumène,energumeno,0.20701098
énigme,enigma,0.0032179952
énigmatique,enigmatico,0.034250975
énumérer,enumerare,0.054147005
énumération,enumerazione,0.046755016
épiscopal,episcopale,0.06558001
héréditaire,ereditario,0.011023998
essence,essenza,0.045336008
éterniser,eterno,0.328487
euphonie,eufonia,0.05918598
évasion,evasione,0.052290976
évidence,evidenza,0.060259998
évoquer,evocare,0.16356999
excommunier,scomunicare,0.014093041
exécrable,esecrabile,0.072545975
exorde,esordio,0.401368
expiatoire,espiatorio,0.008830965
express,espresso,0.28265703
externe,esterno,0.026827991
fabrica,fabbrica,0.036092013
facteur,fare,0.469828
facteur,fattura,0.389682
fou,faggeto,0.322111
farine,farina,0.044864
faux,falce,0.40851498
faux,falso,0.030984998
familier,familiare,0.20562598
familie,famiglia,0.35753697
fantasme,fantasma,0.26983702
fascicule,fascicolo,0.008346021
faon,feto,0.215673
fatal,fatale,0.029016018
fécule,fecola,0.04997599
fécondité,fecondità,0.0073690414
félin,felino,0.017601967
fer,fero,0.496131
festin,festino,0.122535974
face,faccia,0.202304
fétiche,feticcio,0.01681
foetus,feto,0.119203985
fiduciaire,fiduciario,0.019647002
fiel,fiele,0.041581005
filial,figlio,0.20935202
filiation,filiazione,0.020054042
filiation,filiazione,0.020054042
philosopher,filosofare,0.024702013
philosophique,filosofico,0.003682971
fini,finire,0.34964404
fil,filo,0.100647
firmament,firmamento,0.028441966
flamme,fiaccola,0.13625497
flagrant,flagrante,0.11452699
floriculture,fiore,0.41909897
fluctuer,fluttuare,0.09088302
fluor,fluoro,0.024178028
fluxion,flusso,0.172966
feuille,foglia,0.10188803
fol,folle,0.293125
faim,fame,0.046914995
foramen,forame,0.036855996
format,formato,0.020422995
fortuit,fortuito,0.0016869903
fraction,frazione,0.122301996
frênaie,frassineto,0.22132403
confrère,fra,0.393861
fratricide,fratricidio,0.03192699
frayer,fregare,0.30426
effronté,fronte,0.328198
fuge,fuggire,0.41538402
fougueux,foga,0.19567397
fourche,forca,0.14031202
drapeau,forno,0.515607
fourmi,formica,0.06734899
fuseau,fuso,0.087929994
gallican,gallicano,0.112363994
gélatine,gelatina,0.0029889941
généralité,generalità,0.06033498
germer,germinare,0.032418013
gesta,gesta,0.053352
gland,ghianda,0.110751
gendre,genero,0.016900003
glabre,glabro,0.125844
glacial,glaciale,0.034515023
glu,glutine,0.15665102
gradation,gradazione,0.06794405
gracier,grazia,0.20180702
grégaire,gregario,0.23393297
grosse,grosso,0.078049004
grue,grue,0.314899
gomme,gomma,0.023727
dégoûter,gusto,0.27891502
goute,gota,0.351017
herpès,herpes,0.03336501
hyacinthe,giacinto,0.239452
hydraulique,idraulico,0.06388897
hiératique,ieratico,0.013966978
ier,ecco,0.34075302
lever,levare,0.056987017
idylle,idillio,0.0074180365
idiot,idiota,0.030604959
idolâtre,idolo,0.21198398
lierre,edera,0.090664
je,io,0.030673027
illicite,illecito,0.06833196
illustre,illustre,0.06082201
imaginaire,immaginare,0.22905302
imminence,imminenza,0.015854001
immeuble,immobile,0.20025098
impératif,imperativo,0.05949396
imparfait,imperfetto,0.0009599924
implication,implicazione,0.092298985
implicite,implicito,0.034754038
imposture,impostura,0.09815502
impotent,impotente,0.045515
impôt,imposta,0.20843405
imprimer,imprimere,0.279877
poindre,pungere,0.20812902
immonde,immondo,0.013728976
in,lino,0.41528302
hausser,alto,0.22038898
inciter,incitare,0.13115996
incision,incisione,0.18575898
incliner,inclinare,0.27904
incrédule,incredulo,0.01356703
indéterminée,indeterminato,0.032352984
indiquer,indicare,0.04445499
indicatif,indicativo,0.032380998
indice,indicare,0.309136
indigent,indigente,0.018495023
induire,indurre,0.026766002
indult,indulto,0.03634399
inéluctable,ineluttabile,0.044601977
inepte,inetto,0.15824097
infamie,infamia,0.0006119609
infernal,inferno,0.14867598
infini,infinito,0.047488034
infinité,infinito,0.13779801
enflammer,infiammare,0.061494946
inflexion,inflessione,0.0135579705
informe,informe,0.28067002
inguinal,inguinale,0.04273504
inhaler,inalare,0.01693499
animer,anima,0.445803
initier,iniziare,0.058010995
commencer,cominciare,0.045293033
innocent,innocente,0.10578096
insidieux,insidioso,0.18583599
insipide,insipido,0.00047302246
instigateur,istigatore,0.124192
insulte,insultare,0.021632016
integral,integrale,0.14897498
intellectuel,intellettuale,0.00484699
interdiction,interdizione,0.230526
interêt,interesse,0.14201501
intérieur,interiore,0.372216
interjection,interiezione,0.0027740002
interne,interno,0.14036202
interpeller,interpellare,0.04337901
interposer,interporre,0.22225699
interstice,interstizio,0.056837976
intervalle,intervallo,0.029421031
intima,intimo,0.14971098
intrinsèque,intrinseco,0.023770988
investigateur,investigatore,0.06250602
involucre,involucro,0.12985301
involution,involuzione,0.057431996
irradiation,irradiazione,0.054726005
histoire,istoria,0.37103802
historique,istorico,0.08946103
lice,liccio,0.439841
juin,giugno,0.004401982
jouer,ballare,0.22658998
jeu,giuoco,0.426933
juge,giudicare,0.25361896
jeune,giovine,0.40084398
autour,giro,0.31263697
injurier,giurare,0.27427602
justice,giustiziare,0.37627298
juvénile,giovanile,0.121039
labile,labile,0.13449296
lagune,laguna,0.021091998
lai,la,0.355075
lama,lama,0.255024
lamentation,lamentazione,0.043407977
lamentation,lamentazione,0.043407977
laine,lana,0.038127005
lance,lancia,0.030409992
laitue,lattuga,0.0060580373
laisser,lasciare,0.051702023
les,lato,0.31527197
louer,lodare,0.315503
lecture,lezione,0.369359
legs,legatura,0.355191
légataire,legatario,0.013071001
légitime,legittimo,0.015228033
légion,legione,0.046590984
lion,leone,0.010834992
létal,letale,0.0044320226
lésion,lesione,0.01788801
licencieux,licenzioso,0.0045630336
lichen,lichen,0.028827012
litanie,litania,0.045264006
littéraire,letterario,0.08307898
litigieux,litigioso,0.282486
luire,lucciola,0.21669403
lucratif,lucrativo,0.11742902
maigre,macro,0.47407597
magnifique,magnifico,0.06143397
mai,maggio,0.006362021
majeur,maggiore,0.093721
maléfique,malefico,0.0030469894
malléole,malleolo,0.09785098
malice,malizia,0.014670998
mandat,mandato,0.04148799
manoeuvre,manovra,0.16135103
mante,mantello,0.10618499
mantisse,mantissa,0.008864999
manuel,manuale,0.018768996
marin,marina,0.088741004
marmelade,marmellata,0.0046420097
matériel,materiale,0.07620603
immatériel,materia,0.314085
matri,matrice,0.32513002
maxillaire,mascellare,0.007750988
maxime,massimo,0.148754
maxime,massimo,0.148754
médical,médico,0.33644903
mil,miglio,
mil,miglio,
immémorial,memoria,0.24816197
méridien,meridiana,0.24294004
merle,merla,0.11474198
méthode,método,0.43099397
métonymie,metonimia,0.024366021
miel,mele,0.15730304
miel,mele,0.15730304
millénaire,millenario,0.16602105
mime,mimo,0.010623008
mine,mina,0.32546097
minime,minimo,0.050172
minium,minio,0.09755501
menthe,menta,0.103616
menthe,menge,0.44473502
minuscule,minuscolo,0.015809
miscellanées,miscellanea,0.081624
mol,molle,0.397907
meule,mola,0.32295898
meuble,mobile,0.24555
mode,moda,0.09655899
moderne,moderne,0.13450599
modeste,modesto,0.021315992
mode,moda,0.09655899
momentané,momentaneo,0.12105298
moine,monaco,0.14918703
monarchiste,monarca,0.32404202
monocle,monocolo,0.088891
moult,molto,0.199471
multiple,multiplo,0.033627003
mur,moro,0.5303
mule,mora,0.247166
murmure,mormorare,0.153068
mousse,muschio,0.08543101
mu,mutare,0.40795198
mutiler,mutilare,0.0031650066
mu,muto,0.48557398
naïade,naiadi,0.090571016
naf,napo,0.27401
narrer,narrare,0.0058779716
nard,nardo,0.16802502
renaissance,nascere,0.475839
nautique,nautico,0.0019239783
neveu,nievo,0.525652
net,netto,0.21558201
un,uno,0.30081698
nitreux,nitroso,0.03517002
ière,notte,0.30565202
anoblir,nobile,0.130449
nobiliaire,nobile,0.17714903
nocturne,notturno,0.015585005
noeud,nodo,0.09484801
nona,nona,0.18642901
natation,notazione,0.614026
note,nota,0.046375006
nouvelle,novità,0.327065
non,no,0.26474398
nubile,nubile,0.03209099
noix,noce,0.14124703
nucléus,nucleo,0.24421
nul,nullo,0.11719501
nul,nullo,0.11719501
nuptial,nuziale,0.015127003
il,el,0.378506
homme,ome,0.545597
heure,ora,0.17310402
ost,oste,0.294721
obédience,obbedienza,0.07704604
obèse,obeso,0.0043470263
oblique,obliquo,0.033272028
obligatoire,obbligatorio,0.04887402
observable,osservabile,0.036450982
obsidiane,ossidiana,0.12131998
oeil,occhiale,0.236866
octant,ottante,0.011582971
octogénaire,ottuagenario,0.07034701
ennuyer,odioso,0.18609703
onéreux,oneroso,0.12710899
opaque,opaco,0.10270095
opera,opera,0.13546103
huit,otto,0.086312056
optatif,ottativo,0.087540984
heure,ora,0.17310402
ordinal,ordine,0.351842
orgue,organo,0.05277598
organique,organico,0.20726296
horreur,orrore,0.024922013
orthographie,ortografia,0.023178995
eux,osso,0.376867
hosanna,osanna,0.13440499
hostilité,ostilità,0.027359009
oval,ovale,0.14115801
pacific,pace,0.422813
pou,pidocchio,0.08590999
payen,pagano,0.23140699
paille,paglia,0.012806028
palais,palato,0.430654
pâle,pallido,0.09416205
palimpseste,palinsesto,0.17106402
panacée,panacea,0.02450201
patelin,papa,0.262319
par,palo,0.37511402
parent,parente,0.008506
parité,parità,0.04516703
part,parte,0.06916398
participe,participio,0.636187
poil,pelo,0.006602049
pascal,pasquale,0.10197699
pastiche,pasticcio,0.20376799
patent,patente,0.223535
patrimonial,patrimoniale,0.03223598
patron,impadronirsi,0.29780203
patronymique,patronimico,0.04030502
quadrilatère,quattro,0.436343
paon,pavone,0.131033
par,per,0.24933001
pierre,pietra,0.13644299
pelvis,pelvi,0.020236969
panne,penna,0.47442997
pénétrer,penetrare,0.0028760433
pénis,pene,0.12439501
pénultième,penultimo,0.062204033
péplum,peplo,0.28276798
pis,petto,0.31834203
perceptible,percettibile,0.047486007
pareil,parecchio,0.23536003
pérenne,perenne,0.0011980534
périple,periplo,0.17706102
perplexité,perplessità,0.002417028
persévérer,perseverare,0.024242043
persique,pesca,0.264744
personnage,persona,0.36385196
pertinent,pertinente,0.089029014
maquereau,pesce,0.042033017
petition,petizione,0.08896202
piastre,piastra,0.209467
peau,perire,0.415406
pis,petto,0.31834203
peigne,pettine,0.0055559874
piété,pietoso,0.352648
pin,pino,0.109432995
pistil,pistillo,0.09324497
complaisance,piacere,0.18547398
placenta,placenta,0.009779036
planétaire,planetario,0.046251
plastic,plastica,0.16459101
plastic,plastica,0.16459101
plier,piegare,0.006182015
plébiscite,plebiscito,0.040437996
plexus,plesso,0.122933
plein,pieno,0.009474009
pleuvoir,pioggia,0.12186602
pluvial,pluviale,0.11972195
portail,porta,0.37756702
poétique,poetico,0.012001038
politique,politico,0.0134599805
ponte,punto,0.346999
ponton,pontone,0.002031982
peuple,popolano,0.40220502
portique,portico,0.014289975
postérieur,posteriore,0.012935996
postérité,posterità,0.113855034
potence,potenza,0.325921
prairial,prato,0.46659502
précaire,precario,0.07703501
précipiter,precipitare,0.02770698
préfecture,prefettura,0.010061979
prélat,prelato,0.043159008
première,premio,0.470265
préparatoire,preparatorio,0.008830011
prérogative,prerogativa,0.0005719662
prix,prezzo,0.32866398
précieuse,prezioso,0.038230002
préteur,pretore,0.04225099
presbytère,presbiterio,0.063529015
présidium,presidio,0.352393
primat,primato,0.32834297
primula,primula,0.043909967
principat,principato,0.02648902
principe,principe,0.48482603
probité,probità,0.073615015
procès,processo,0.13505101
procurateur,procuratore,0.107151985
profane,profano,0.07485199
profane,profano,0.07485199
programme,programme,0.19825202
progrès,progreso,0.325171
pronostic,prognostico,0.00018703938
proportion,proporzione,0.028065026
proportion,proporzione,0.028065026
prospectus,prospetto,0.32191798
providence,provvidenza,0.11424601
provincial,provinciale,0.030523956
prose,prosa,0.057642043
prosaïque,prosaico,0.012151003
prurit,prurito,0.011724949
psaume,salmo,0.15006799
public,pubblicare,0.398041
publicain,pubblicano,0.26763302
pondre,pollo,0.287915
poupe,polpa,0.47720796
impur,puro,0.15693101
purger,purgare,0.037284017
puits,pozzo,0.042115003
radius,raggio,0.312397
mal,reo,0.405223
rai,raggio,0.46612704
royal,reale,0.109711975
réceptacle,ricettacolo,0.05392599
réceptif,ricettivo,0.04695505
réciter,recitare,0.05631399
recreation,ricreazione,0.17331302
rectifier,rettificare,0.081366956
reflet,riflesso,0.04461497
regent,reggente,0.248801
règne,regno,0.10980898
religieux,religioso,0.03102398
remède,rimedio,0.018741012
répertoire,repertorio,0.004199028
respect,rispetto,0.22815499
réticence,reticenza,0.13381803
rétrocéder,retrocedere,0.38776
révérence,reverendo,0.22348797
révérence,reverendo,0.22348797
résident,residente,0.018860996
rigueur,rigore,0.26117098
rime,rima,0.068590015
rouge,robbio,0.473862
roux,rosso,0.17875999
roux,rosso,0.17875999
rotonde,rotonda,0.16314897
rotule,rotula,0.004386008
rosaire,rosario,0.120251
roture,rottura,0.24847801
rusticus,rustico,0.16940498
selle,sella,0.039294004
sacrament,sacramento,0.018074036
sagace,sagace,0.04348898
sauge,salvia,0.078678995
salin,salino,0.046848
salive,saliva,0.11115199
saut,saltare,0.27180597
salvateur,salvatore,0.23782802
sauge,salvia,0.078678995
santé,sanità,0.06811404
sandale,sandalo,0.062521994
sanguin,sangue,0.113179
sanguin,sangue,0.113179
sept,sette,0.0070800185
saillir,salire,0.211885
sardine,sardella,0.27334702
saillir,salire,0.211885
serpent,serpe,0.18481597
satiété,sazietà,0.069166005
scalde,scaldare,0.448017
saynète,scena,0.181571
scénique,scenico,0.026349008
scheme,schema,0.22948301
sciatique,sciatico,0.14693695
scrotum,scroto,0.034986973
scrupule,scrupolo,0.06832194
bref,corto,0.324131
sembler,seminare,0.405634
sébum,sebo,0.12677097
sectionner,secco,0.45337597
sectionner,secco,0.45337597
sécher,secco,0.30206898
second,secondo,0.10028601
second,secondo,0.10028601
enseigner,segno,0.728522
sénile,senile,0.036288977
serein,sereno,0.10328701
monseigneur,signore,0.31841004
sentence,sentenza,0.016435027
septime,settima,0.42557
servir,servo,0.546635
soif,sete,0.015632987
sphérique,sferico,0.057690978
silo,silos,0.08350602
simulacre,simulacro,0.13329798
syndic,sindaco,0.045241
singulier,singolare,0.20293
sangle,singolo,0.44756997
sinistre,sinistro,0.311136
sinueux,sinuoso,0.026708007
solaire,sole,0.22451597
sobre,sobrio,0.032667994
socio,socio,0.18074399
solitaire,solitario,0.06645304
sonorité,sonorità,0.029447973
sordide,sordido,0.059763014
espadon,spada,0.13563499
spatule,spatola,0.039029002
special,speciale,0.13512099
spéculer,speculare,0.11205599
épi,spiga,0.07055101
spin,spina,0.516783
spiritual,spirituale,0.17494696
hôpital,ospitale,0.33374903
ester,stato,0.361758
station,station,0.15727201
stationnaire,stazionario,0.011937976
statuaire,statuario,0.025305033
statuaire,statuario,0.025305033
stimulus,stimolo,0.033526003
stipuler,stipulare,0.13214499
étrangler,strangolare,0.036603987
stratège,stratagemma,0.35509902
strophe,strofa,0.00076299906
ii,struttura,0.512711
studieux,studioso,0.20193002
subterfuge,sotterfugio,0.07270205
subsister,sussistere,0.03122902
suc,succo,0.037292004
succomber,soccombere,0.05944097
succube,succube,0.085536
soudeur,sudore,0.35575002
soudeur,sudore,0.35575002
sanglot,singhiozzo,0.18602598
soufre,zolfo,0.035400033
son,sonare,0.471908
superficie,superficie,0.14915699
supprimer,sopprimere,0.265844
tact,tatto,0.042173028
tangent,tangente,0.037283003
tor,toro,0.381943
tenace,tenace,0.010951996
ténia,tenia,0.12367198
terminal,terminale,0.05880797
tisser,tessere,0.06510699
tiare,tiara,0.0037039518
tibia,tibia,0.014461994
temporal,tempo,0.339481
prétendant,tenda,0.432662
tenue,tenere,0.15570301
tyrannique,tirannico,0.04361701
total,tutto,0.37651297
le,tonno,0.42298198
topaze,topazio,0.058595985
thoracique,torace,0.09453601
torride,torrido,0.011790991
torture,torturare,0.18922502
soustraire,trarre,0.24268898
tragique,tragico,0.029707015
transposer,trasporre,0.0013450384
tribu,tribu,0.25110897
tricorne,tricorno,0.06572601
triste,tristezza,0.21062297
triomphal,trionfo,0.149055
tub,tubo,0.19192702
tuba,tuba,0.018759012
tourbe,turbare,0.474717
turbide,torbido,0.17269802
tourner,tornare,0.283168
tutelle,tutela,0.041836977
ultime,ultimo,0.08397204
humanité,umanità,0.0031909943
pommettes,omero,0.36534
dont,donde,0.43741798
angulaire,angolo,0.239703
ongle,unghia,0.041638017
unicorne,unicorno,0.00395
ortie,ortica,0.095991015
utérin,uterino,0.01404196
vaccin,vacca,0.488144
gué,vado,0.467951
dévaler,valle,0.29111597
valide,valido,0.14108804
valvule,valvola,0.18052399
versement,versare,0.17482501
vaso,vaso,0.12412301
voisin,vicino,0.026291013
vecteur,vettore,0.09372699
vénal,venale,0.030149996
venir,venire,0.181328
venir,venia,0.43839198
velin,veleno,0.315273
ventiler,ventilare,0.019034982
verveine,verbena,0.08973399
verrue,verruca,0.056760997
vestibule,vestibolo,0.026863992
vésicule,vescicola,0.016324997
via,via,0.08713198
vicaire,vicario,0.038100004
vicinal,vicinale,0.0009019971
vice,vizio,0.524449
guêpe,vespa,0.108575016
vigile,vigile,0.062442005
vif,vigna,0.35803097
vil,villa,0.290218
venger,vendicare,0.017566979
vinicole,vinicolo,0.020016015
virago,virago,0.061338007
viande,vita,0.562559
visuel,visuale,0.154111
vostre,vostro,0.170472
vocable,vocabolo,0.03918299
vocabulaire,vocabolario,0.100131035
volant,volano,0.24605903
volute,voluta,0.342536
zele,zelo,0.354154
di,di,0.308751
di,di,0.308751
zodiaque,zodiaco,0.011521041
