word1,word2,falseness
bun,bon,0.153106
bunătate,bonté,0.0076159835
buric,nombril,0.022853017
busolă,boussole,0.031023026
cad,change,0.14365199
cadă,change,0.351363
cadrilater,quadrilatère,0.35592097
cal,carrousel,0.24070603
călare,chevalier,0.24855098
călca,calque,0.322759
cald,chaud,0.005600035
calendar,frimas,0.293768
calomnia,calomnier,0.035118043
calos,calleux,0.11981699
cămașă,chemise,0.00027900934
camfor,camphre,0.085197985
cămilă,chameau,0.0012950301
cantabile,cantabile,0.051898003
cap,cap,0.21302599
capă,cape,0.249871
capete,achever,0.236992
capilar,capillaire,0.028454006
capră,chamois,0.183815
căprar,chevrier,0.259238
car,char,0.104083
cărare,charrier,0.19548398
carat,carat,0.06454298
carea,quel,0.162025
caritate,charitable,0.09987104
carnal,charnelle,0.018671006
carne,chair,0.218043
carpen,charme,0.34662795
carte,carte,0.29205298
casă,caisse,0.376122
cast,chaste,0.102515996
castelan,châtelain,0.027624965
castitate,chasteté,0.021439016
castra,castrer,0.23084399
categorie,catégorie,0.175558
catenă,chaîne,0.27210802
cauzal,causal,0.07764399
cauza,causer,0.22120202
cavernă,caverne,0.024564981
cavernos,caverneux,0.055014014
ceară,cire,0.10372096
celest,céleste,0.133607
celibat,célibat,0.018489003
cenotaf,cénotaphe,0.02641803
centaur,centaure,0.01958102
centurion,centurion,0.032119006
cenușă,cendre,0.013370991
cep,cep,0.13025
cere,ciel,0.584992
cerb,cerf,0.18903297
cercel,cerceau,0.07073602
certifica,certifier,0.030689955
cetate,cité,0.20653701
cezură,césure,0.041497976
chel,clef,0.159852
chema,clamer,0.11455402
cînd,quand,0.0110709965
cine,cine,0.425592
cinism,cynisme,0.025132
circ,cirque,0.03973198
circumscrie,circonscrire,0.006573975
circumstanță,circonstance,0.038233966
cireașă,cerise,0.06613001
cireș,cerise,0.106195986
citrin,citrine,0.058797
civil,civil,0.06402397
clandestin,clandestin,0.01967299
claviculă,clavicule,0.12235102
clement,clément,0.037909985
clemență,clémence,0.07578501
clerical,clérical,0.014186025
clientelă,clientèle,0.10450798
cloacă,cloaque,0.055462003
coacă,cuire,0.13851899
coapsă,cuisse,0.019209981
corn,cor,0.078898996
coasă,coudre,0.23119503
coastă,côte,0.08024496
cot,mitt,0.376473
coerență,cohérence,0.030044973
coif,coiffe,0.24522302
colaps,collapse,0.21435598
colectiv,collectif,0.03588602
coleg,collègue,0.023084998
colină,choline,0.308582
colocviu,colloque,0.018271
color,colori,0.19508198
columnă,colonne,0.085877
comă,coma,0.0044890046
combina,combiner,0.017646968
comemora,commémorer,0.032985985
cometă,comète,0.023609996
comic,comique,0.019306004
comite,comité,0.21134001
compensa,compenser,0.047482014
compensație,compensation,0.026234984
compila,compiler,0.058981
compot,compote,0.048689008
compozit,composite,0.064812005
compresiune,compression,0.033737004
comprima,comprimer,0.0061780214
compune,composer,0.05315298
comunicație,communication,0.010075033
comunicativ,communicatif,0.017378986
con,co,0.34844398
concede,concession,0.13199002
concepție,conception,0.027563035
conchide,conclure,0.075497
conciliator,conciliateur,0.031987995
conclav,conclave,0.021034002
concluzie,conclusion,0.089959025
concomitent,concomitant,0.0147250295
concordat,concordat,0.019012988
concubină,concubin,0.067451954
condamna,condamner,0.042290986
conductor,conducteur,0.051446974
configura,configurer,0.017003
confisca,confisquer,0.0143710375
conflagrație,conflagration,0.137775
confluență,confluence,0.011666
confunda,confondre,0.018614978
congestie,congestion,0.005144
congruență,congruence,0.009000957
conjectură,conjecture,0.025898993
conjugal,conjugal,0.0017289817
conjuncție,conjonction,0.006321013
conjunctură,conjoncture,0.0006400049
consacra,consacrer,0.03620699
conservator,conservateur,0.015626013
considera,considérer,0.067577004
consistoriu,consistoire,0.040760994
consonanță,consonance,0.07701105
consort,consort,0.030653
conspira,conspirer,0.04018098
constant,constant,0.01688999
constanță,constance,0.14275002
consult,consulte,0.118155986
contemplativ,contemplatif,0.0017089844
conține,contenir,0.20315701
contingență,contingence,0.07093197
continua,continu,0.405636
contract,contracter,0.34320697
contracție,contraction,0.066167
contumacie,contumace,0.015609026
convalescență,convalescence,0.013238013
convecție,convection,0.060900033
convenient,convenant,0.10069302
convențional,conventionnel,0.079539955
converge,converger,0.06782699
convergent,convergent,0.09046802
conversiune,conversion,0.03493002
convoi,convoi,0.0048069954
coopera,coopérer,0.09467402
corabie,caravelle,0.20695198
corb,corbeau,0.096324
cornut,cornu,0.173242
corolă,corolle,0.027218997
corolar,corollaire,0.033546
corp,corporal,0.30089703
cortină,courtine,0.13227499
corupt,corrompre,0.13658997
cosmic,cosmique,0.074545026
crap,carpe,0.014587015
crăpa,crever,0.26196298
crasă,crasse,0.10018399
creație,création,0.09252599
crede,croire,0.037561953
credit,crédit,0.062416017
cremă,crème,0.07943797
crepuscul,crépuscule,0.03825301
crește,croître,0.030199945
cristalin,cristallin,0.020852983
crocodil,crocodile,0.03436601
cruce,croiseur,0.38357198
crud,cru,0.21911398
cub,cube,0.043586016
cuc,coucou,0.169816
cui,cine,0.273751
culme,culm,0.26122102
culmina,culminer,0.082441
cum,comme,0.185377
cunoaște,connaître,0.018898964
cuprinde,comprendre,0.286166
cure,courir,0.281482
curea,courir,0.188054
curios,curieux,0.07121903
cursor,curseur,0.008583009
cuticulă,cuticule,0.010639012
cvasi,it,0.326735
cvorum,quorum,0.046172023
dativ,datif,0.059276015
de,dorénavant,0.22659099
debil,débile,0.10777199
debitor,débiteur,0.00066000223
decadă,décade,0.13488099
decalog,décalogue,0.042302996
decență,décence,0.033921957
decide,décider,0.029672027
declara,déclarer,0.163905
declinație,déclinaison,0.21660501
dedica,dédier,0.0018510222
deduce,déductif,0.18035397
deductiv,déductif,0.015415013
defect,défaut,0.11099899
deficient,déficient,0.095617
deget,doigt,0.052993983
degrada,dégrader,0.08862701
deism,déisme,0.0060569644
delega,déléguer,0.037055016
delfin,dauphin,0.00017502904
delicios,délicieux,0.03661102
delincvent,délinquant,0.012940943
dement,dément,0.136718
demență,démence,0.014935017
demola,démolir,0.043317974
denigra,dénigrer,0.034622014
denota,dénoter,0.04909697
dentiție,dentition,0.062146008
denunța,dénoncer,0.003608048
departe,départ,0.24338499
depozit,dépot,0.17005196
depozitar,dépositaire,0.175821
depresiune,dépression,0.010417998
descinde,descendre,0.13365701
descriptiv,descriptif,0.0056610107
desface,défaire,0.18117899
destructiv,destructive,0.04542601
destructor,destructeur,0.0012030005
detritus,détritus,0.067315966
devasta,dévaster,0.06318998
diademă,diadème,0.029596984
diafragmă,diaphragme,0.07062501
diagonal,diagonal,0.036935985
dicta,dicter,0.09667298
difuziune,diffusion,0.118586004
dilemă,dilemme,0.026533961
diletant,dilettante,0.117818
dinte,dent,0.11046302
direcție,direction,0.05207503
discerne,discerner,0.11936802
discordia,discordance,0.21028098
discrimina,discriminer,0.10262799
discuta,discuter,0.21730998
discuție,discussion,0.065359
disoluție,dissolution,0.032428026
disonanță,dissonance,0.06722003
dispersie,dispersion,0.13030401
dispozitiv,dispositif,0.0016360283
disputare,disputer,0.06524396
diverge,diverger,0.044277012
divers,divers,0.11011499
divide,dividende,0.189417
dividend,dividende,0.019583017
diviziune,division,0.037126005
doamnă,dame,0.12015697
docil,docile,0.019842982
doctrinal,doctrinal,0.07315999
domn,dam,0.402197
dormi,dormeuse,0.26676604
dotă,dot,0.035065025
drac,dragon,0.17003599
dramă,drame,0.031756043
dramatic,dramatique,0.02224201
dreaptă,droit,0.299258
drupă,drupe,0.02196604
dual,dual,0.077770025
ductil,ductile,0.02620703
dulce,doux,0.14885801
duplex,duplex,0.044069022
ea,il,0.17219403
echinocțiu,équinoxe,0.09830099
ecuator,équateur,0.045261025
eficient,efficient,0.27387497
efuziune,effusion,0.12357399
elastic,élastique,0.00286901
electiv,électif,0.024242997
elevație,élévation,0.046397984
elipsă,ellipse,0.07492703
elocință,éloquence,0.010816038
elocvent,éloquent,0.002857983
emana,émaner,0.07644999
emanație,émanation,0.09652901
emigra,émigrer,0.027835011
eminență,éminence,0.08493397
emisferă,emi,0.49051002
emulație,émulation,0.093941
emulsie,émulsion,0.0029700398
enigmatic,énigmatique,0.035250008
enumera,énumérer,0.12865397
epidermă,épiderme,0.038254023
epigramă,épigramme,0.019371986
epilepsie,épilepsie,0.013876021
epileptic,épileptique,0.037389994
episcopat,épiscopat,0.067074955
epitet,épithète,0.13358799
eradica,éradiquer,0.030734003
erecție,érection,0.28792298
eroic,héroïque,0.02926302
esență,essence,0.135616
esențial,essentiel,0.012318015
estimat,estimer,0.198762
etern,éterniser,0.26738498
eternitate,éternité,0.0009800196
etimologie,étymologie,0.012971997
evapora,évaporer,0.023903012
evaziune,évasion,0.135167
evident,évident,0.014627039
evoca,évoquer,0.03597799
exagera,exagérer,0.030925035
examen,examen,0.013386011
exclude,exclure,0.043380022
excluziune,exclusion,0.006253004
exhaustiv,exhaustif,0.075138986
exporta,exportation,0.008746028
expres,express,0.15965998
extern,externe,0.08457497
extincție,extinction,0.043123007
extracție,extraction,0.086902976
extras,extraire,0.255837
exuberanță,exubérance,0.05322802
fabrică,fabrica,0.18987101
face,facteur,0.385203
facil,facile,0.024619967
factură,facteur,0.38086998
fag,fou,0.515952
falcă,faux,0.25046098
fals,faux,0.104503006
familie,familie,0.319338
fanatic,fanatique,0.01018703
fapt,fait,0.15700603
far,phare,0.11046201
fără,fors,0.39441302
farsă,farce,0.039009005
făt,faon,0.15828198
fazan,faisan,0.06230399
febră,fièvre,0.039599
febril,fébrile,0.054196
fecunditate,fécondité,0.022390008
felin,félin,0.07430002
fer,fer,0.09750399
fertil,fertile,0.009042025
față,face,0.18749598
fetiș,fétiche,0.16672298
fetus,foetus,0.013248026
fiare,fer,0.299719
ficat,foie,0.008112013
fie,fille,0.36601
fiere,fiel,0.245821
figurație,figuration,0.0025950074
fii,filial,0.31605202
finit,fini,0.15212801
fir,fil,0.017381996
firmament,firmament,0.14377502
fiscal,fiscal,0.06092
flacără,flamme,0.01316905
flagrant,flagrant,0.065941036
fluor,fluor,0.06506199
foale,fol,0.37820196
foame,faim,0.057428002
foramen,foramen,0.033683002
formal,formel,0.032029033
format,format,0.17580101
formație,formation,0.187013
formidabil,formidable,0.027397037
fortuit,fortuit,0.26600298
fosfor,phosphore,0.08335298
fosil,fossile,0.027666032
fracție,fraction,0.08052197
frasin,frênaie,0.052343994
frate,confrère,0.30420703
frecat,frayer,0.29897
frivol,frivole,0.08282697
frontispiciu,frontispice,0.06899297
frunte,effronté,0.28521898
frupt,fruit,0.08000797
fug,fuge,0.389597
fugă,fougueux,0.307297
fugitiv,fugitif,0.027399004
funcțiune,fonction,0.142678
furcă,fourche,0.11956602
furnal,drapeau,0.41098297
furnică,fourmi,0.063710004
fus,fuseau,0.051338017
gelatină,gélatine,0.023539007
generalitate,généralité,0.11349097
generozitate,générosité,0.0075129867
gențiană,gentiane,0.14332902
germina,germer,0.132839
ghindă,gland,0.163697
glacial,glacial,0.19923499
glaucom,glaucome,0.041184008
globulă,globule,0.05581802
gloria,gloire,0.0014239848
glosar,glossaire,0.02934897
gluten,glu,0.38069397
gras,gras,0.098131984
grație,gracier,0.217933
gratis,gratis,0.102883965
grava,grave,0.013307005
gros,grosse,0.15791002
gumă,gomme,0.14699602
gusta,dégoûter,0.06581202
gută,goute,0.27401802
hermină,hermine,0.037788987
hernie,hernie,0.013226986
herpes,herpès,0.071429014
hiat,hiatus,0.13249701
hidraulic,hydraulique,0.013999045
himeră,chimère,0.078365
lua,ier,0.383677
iau,lever,0.271217
idiom,idiome,0.048931003
idiot,idiot,0.023276001
idol,idolâtre,0.13014698
iederă,lierre,0.12695202
iepure,lièvre,0.04427001
ignoranță,ignorance,0.02382499
ilegitim,illégitime,0.0033549666
ilumina,illuminer,0.009667039
ilustru,illustre,0.08405101
imaginare,imaginaire,0.096457005
imaginație,imagination,0.0019019842
imaterial,immatériel,0.040030003
imersiune,immersion,0.039072037
impecabil,impeccable,0.046007037
impenetrabil,impénétrable,0.04701698
impersonal,impersonnel,0.007588029
implacabil,implacable,0.053900003
implicit,implicite,0.023782015
importa,importation,0.009407997
impostoare,imposteur,0.040066004
impostură,imposture,0.08694902
impotent,impotent,0.030247986
impresie,impression,0.06845701
imprima,imprimer,0.060002983
imprudență,imprudence,0.004815042
impune,imposer,0.05289501
impur,impur,0.071457
impuritate,impureté,0.047598958
imputa,imputer,0.103971004
înalt,hausser,0.281933
inaugura,inaugurer,0.07777798
încăleca,chevaucher,0.020198971
incest,inceste,0.013354003
încinge,ceindre,0.10689703
incita,inciter,0.047717005
înclina,incliner,0.195959
înclinație,inclination,0.15372697
incoruptibil,incorruptible,0.05176601
incrimina,incriminer,0.015455961
indecent,indécent,0.0006890297
indecență,indécence,0.022692025
indica,indiquer,0.0055319667
indicativ,indicatif,0.14411297
indice,indice,0.00012800097
indiferent,indifférent,0.16928798
indigestie,indigestion,0.045110047
indirect,indirect,0.038131
indisciplină,indiscipline,0.04561901
indivizibil,indivisible,0.06556505
indolent,indolent,0.028937995
inductiv,inductif,0.003618002
inefabil,ineffable,0.11349201
inel,anneau,0.013877004
inert,inerte,0.014365017
infern,infernal,0.076557994
infernal,infernal,0.014118016
infidel,infidèle,0.01483202
infinitate,infinité,0.00040501356
inflama,enflammer,0.301011
inflexibil,inflexible,0.030656993
inflexiune,inflexion,0.00395
informa,informe,0.02899295
informație,information,0.009988964
infuzie,infusion,0.009280026
înger,ange,0.047069013
ingestie,ingestion,0.053980947
inhiba,inhiber,0.0046550035
inimă,animer,0.257716
inițial,commencer,0.41166902
injustiție,injustice,0.013787985
inocent,innocent,0.042694002
inocență,innocence,0.07318002
inodor,inodore,0.041797042
inova,innover,0.13531002
inscripție,inscription,0.0077739954
insectă,insecte,0.017468989
insensibil,insensible,0.0065670013
insidios,insidieux,0.015898943
insipid,insipide,0.13256902
insista,insister,0.019141018
insolent,insolent,0.036074996
insolubil,insoluble,0.02668804
insomnie,insomnie,0.02750802
instigator,instigateur,0.06515297
instinct,instinct,0.012145042
integral,integral,0.250826
interes,interêt,0.13575697
interior,intérieur,0.012502015
intermitent,intermittent,0.028675973
interoga,interroger,0.12918702
interpreta,interpréter,0.03312999
interpune,interposer,0.033813
interveni,intervenir,0.028049052
intim,intime,0.011348963
intimă,intima,0.21753898
întins,teindre,0.34405
intolerabil,intolérable,0.05828899
intranzitiv,intransitif,0.04384297
intrepid,intrépide,0.14464998
intuiție,intuition,0.010958016
inventar,inventaire,0.038075
invocație,invocation,0.05851999
involucru,involucre,0.039779007
involuntar,involontaire,0.004625976
involuție,involution,0.08820197
invulnerabil,invulnérable,0.060104966
ipocrit,hypocrisie,0.018752992
iritație,irritation,0.0068529844
ironie,ironie,0.04771602
iterativ,itératif,0.02129504
iulie,juillet,0.013454974
iunie,juin,0.025249958
joacă,jouer,0.07624501
jocuri,jeu,0.08268702
jude,juge,0.030487001
judeca,juge,0.12811702
jug,joug,0.065234005
june,jeune,0.158432
jura,autour,0.28674197
labil,labile,0.08890903
laborios,laborieux,0.034738004
lai,lai,0.06762901
lamă,lama,0.45532998
lână,laine,0.043650985
lance,lance,0.07642099
lăptucă,laitue,0.13315699
larvă,larve,0.014000952
lateral,latéral,0.152479
latrină,latrine,0.036987007
laud,louer,0.32029098
lecție,lecture,0.13247502
leg,legs,0.292056
legendă,légende,0.07190099
legionar,légionnaire,0.099347025
legislator,législateur,0.029613018
legiune,légion,0.043510973
leu,lion,0.036606997
leșie,lessive,0.13534099
letargie,léthargie,0.113169014
libertin,libertin,0.012025982
licențios,licencieux,0.13016102
lichen,lichen,0.12159303
lichior,liqueur,0.04899001
litanie,litanie,0.055409998
literal,littéral,0.0060560107
locul,lieu,0.13551098
luci,luire,0.29683802
lucrativ,lucratif,0.06409997
lumen,lumen,0.054754972
lună,lune,0.15437904
lunatic,lunatique,0.08643898
lup,loup,0.031120002
luptă,lutte,0.17278397
măciucă,masse,0.19726002
magistral,magistral,0.10600901
mai,mai,0.32358202
maiestate,majesté,0.028457016
malignitate,malignité,0.030474007
mamă,maman,0.22604999
mandibulă,mandibule,0.04708904
manevră,manoeuvre,0.22021303
manivelă,manivelle,0.020060003
manta,mante,0.147666
manual,manuel,0.117199
margine,marginal,0.283489
mărinimos,magnanime,0.06764302
marino,marin,0.12895101
marmeladă,marmelade,0.15560001
marțial,martial,0.12082401
mărunt,menu,0.19623598
material,matériel,0.14958602
materie,immatériel,0.327483
matrice,matrice,0.02026099
matroană,matrone,0.14420196
maxilar,maxillaire,0.0037359595
maxim,maxime,0.302548
maximă,maxime,0.54695797
mecanic,machine,0.246616
mediocritate,médiocrité,0.018279016
mediocru,médiocre,0.025196016
mei,mil,0.303043
melancolie,mélancolie,0.005949974
memorie,immémorial,0.390658
mental,mental,0.03053999
menuet,menuet,0.005387008
mesteca,mâcher,0.0015750229
metaforă,métaphore,0.03713399
metonimie,métonymie,0.125653
metropolitan,métropolitain,0.046850026
miere,miel,0.0009049773
milenar,millénaire,0.0010450482
mim,mime,0.097288996
minciună,mensonge,0.020201981
minim,minime,0.16382304
mintă,menthe,0.18815899
minte,menthe,0.343095
minuscul,minuscule,0.026892006
moale,mol,0.571163
moară,meule,0.086365014
mobil,meuble,0.183332
modă,mode,0.13244
modul,mode,0.08691999
modulație,modulation,0.017167032
molibden,molybdène,0.056496978
moment,moment,0.0036230087
momentan,momentané,0.27706003
monahal,monacal,0.11411804
monarh,monarchiste,0.27767
monoclu,monocle,0.18004102
montan,montagne,0.038425982
morbid,morbide,0.005407989
mortal,mortel,0.104992
muc,moche,0.12566799
mult,moult,0.52105
multiplica,multiplier,0.062282026
munte,mont,0.09357199
mur,mur,0.211656
mură,mule,0.24475701
mușchi,mousse,0.18072999
muta,mu,0.373366
mutație,mutation,0.018993974
nap,naf,0.266733
nară,narrer,0.203436
nara,narrer,0.29321697
naște,renaissance,0.38199997
nativ,natif,0.039278
natural,naturel,0.01404202
neagră,noir,0.09032598
nepoată,neveu,0.09675199
neted,net,0.40938598
nihilism,nihilisme,0.0059679747
nisetru,esturgeon,0.08563399
nitro,nitro,0.042337984
noapte,ière,0.54368496
noastră,notre,0.09898701
nobil,anoblir,0.138289
nobiliar,nobiliaire,0.03469503
nod,noeud,0.194781
nono,nona,0.179324
notație,natation,0.42680198
notifica,notifier,0.022511005
noto,note,0.25862896
noutate,nouvelle,0.266432
nu,non,0.278048
nuc,noix,0.13001302
nul,nul,0.023277998
nume,nom,0.024340987
nupțial,nuptial,0.050535023
o,il,0.182336
oameni,homme,0.16957799
oară,heure,0.28876102
oaste,ost,0.32843
oază,oasis,0.140414
obez,obèse,0.059143007
oblic,oblique,0.052148998
oblong,oblong,0.08584401
obscenitate,obscénité,0.06790501
obscuritate,obscurité,0.0028069913
observație,observation,0.0037029982
obsidian,obsidiane,0.234409
obstrucție,obstruction,0.014811039
ocean,océan,0.01097697
ochi,oeil,0.20763901
ocru,ocre,0.08820999
octogenar,octogénaire,0.14245698
ocult,occulte,0.005329013
ocupație,occupation,0.009054005
odios,ennuyer,0.14653802
oliv,olive,0.13678
omite,omettre,0.0051020384
omnipotent,omnipotent,0.07538599
opacitate,opacité,0.063923
opal,opale,0.11500701
operă,opera,0.194798
operat,opérer,0.12261802
operatoare,opérateur,0.046987027
opercul,opercule,0.070268035
opiu,opium,0.024643987
opțiune,option,0.008846998
oracol,oracle,0.13237497
oral,oral,0.052264005
oratoriu,oratoire,0.16625902
orbita,orbite,0.06398404
ordin,ordinal,0.249199
orez,riz,0.03946197
organic,organique,0.015811026
orgie,orgie,0.009985
oribil,horrible,0.04800999
ornament,ornement,0.0118229985
oroare,horreur,0.19246304
orologiu,horloge,0.078114
ortografie,orthographie,0.031619012
os,eux,0.431221
osana,hosanna,0.17029998
oscilație,oscillation,0.0117019415
ou,oeuf,0.058355004
oval,oval,0.16472903
păcat,péché,0.019783974
pace,pacific,0.46099705
pacifica,pacifier,0.14833799
păcură,poix,0.24136302
părea,paille,0.432369
palid,pâle,0.009900987
palimpsest,palimpseste,0.04609999
panteon,panthéon,0.10452199
panteră,panthère,0.084402025
papă,patelin,0.505678
pară,par,0.29928303
paradigmă,paradigme,0.063178
paralitic,paralytique,0.045670003
parazit,parasite,0.012840986
păresimi,carême,0.077517
parietal,pariétal,0.013495028
parte,part,0.18993703
participiu,participe,0.21928796
părul,poil,0.20114103
pasiune,passion,0.07038301
pastișă,pastiche,0.014659047
patent,patent,0.14663503
pătlagină,plantain,0.053009033
patrimonial,patrimonial,0.036680996
patru,quadrilatère,0.55216503
păun,paon,0.20508699
pe,par,0.17213401
peatră,pierre,0.22549
pectoral,pectoral,0.099554956
pedală,pédale,0.020515978
pele,peau,0.21523198
pelvis,pelvis,0.029437006
pene,panne,0.25419003
penetra,pénétrer,0.008884996
penetrație,pénétration,0.022946
penis,pénis,0.017684996
penitent,pénitent,0.05432099
pensiune,pension,0.011532992
pepene,pépin,0.283063
perceptibil,perceptible,0.05305201
pereche,pareil,0.313905
peren,pérenne,0.115560025
perfect,parfait,0.014211953
perfora,perforer,0.022988975
periodic,périodique,0.041798025
permeabil,perméable,0.04370302
perplex,perplexe,0.15187001
perseverență,persévérance,0.008158028
persoană,personnage,0.34683698
persuasiune,persuasion,0.076307
pertinent,pertinent,0.04777503
pește,maquereau,0.109445006
petiție,petition,0.26938498
pieri,peau,0.256616
piept,pis,0.34792805
pieptene,peigne,0.120781034
pier,périr,0.3327
piersic,pêche,0.21432799
pietate,piété,0.036505044
pin,pin,0.027658015
piramidă,pyramide,0.057388008
pistil,pistil,0.14482701
plăcea,complaisance,0.20822102
placentă,placenta,0.073749006
planetar,planétaire,0.028841019
plastic,plastic,0.16891202
plastică,plastic,0.277492
pleca,plier,0.27459598
plebe,plèbe,0.019686997
plenar,plénier,0.066412
pleonasm,pléonasme,0.016897023
plex,plexus,0.045168042
plin,plein,0.09118697
ploaie,pleuvoir,0.12549698
plop,peuple,0.334319
pluvial,pluvial,0.028656006
pneumatic,pneumatique,0.04978496
poartă,portail,0.367131
podium,podium,0.01839602
poi,puis,0.254609
pompos,pompeux,0.018566012
pont,ponte,0.19525102
ponton,ponton,0.076556
porc,porc,0.020889997
posterior,postérieur,0.08930999
posteritate,postérité,0.132395
potență,potence,0.32663298
prat,prairial,0.28181702
preceda,précéder,0.06293702
precis,précis,0.06670302
prelat,prélat,0.06952304
premiu,première,0.39341
prepara,préparer,0.098821044
prepuț,prépuce,0.069343984
prestigiu,prestige,0.08140701
preț,prix,0.24028099
prețios,précieuse,0.095348
pretor,préteur,0.015892982
prezbiteriu,presbytère,0.17389297
primat,primat,0.09928697
primitiv,primitif,0.014406025
principat,principat,0.11265001
prinde,prendre,0.20274702
priva,priver,0.07066101
probitate,probité,0.032534003
proces,procès,0.18540096
proclama,proclamer,0.034619987
proconsul,proconsul,0.0024179816
produc,produire,0.012301028
profesoară,professeur,0.129762
profund,profond,0.08207902
progresie,progression,0.07498199
proiecție,projection,0.03330201
promotoare,promoteur,0.07666099
pronostic,pronostic,0.080157995
pronume,pronom,0.0053769946
propice,propice,0.0028410554
proporțional,proportionnel,0.019952953
propune,proposer,0.04033202
prospect,prospectus,0.172746
protuberanță,protubérance,0.02223599
proverbial,proverbial,0.05141902
providență,providence,0.11397803
proză,prose,0.02530402
prozaic,prosaïque,0.024218023
prudent,prudent,0.011972994
prurit,prurit,0.039980054
psalm,psaume,0.06127101
pubis,pubis,0.060629994
publică,public,0.12323302
publicație,publication,0.018752992
pune,pondre,0.24321201
pulpă,poupe,0.346803
punte,pont,0.165883
pur,impur,0.042499006
purice,puce,0.18965499
puritan,puritain,0.0006520152
putrefacție,putréfaction,0.032516956
rabie,rage,0.18964201
rar,rare,0.08469403
rășină,résine,0.0027830005
răspunde,répondre,0.040277958
rău,mal,0.087259024
rază,rai,0.442604
real,royal,0.280432
rebel,rebelle,0.053546995
receptacul,réceptacle,0.114068985
recepție,reception,0.213714
recrea,recréer,0.07949799
recreație,recreation,0.12596098
recto,recto,0.12615499
reduce,réduire,0.009611011
redundanță,redondance,0.015456021
reflecție,réflexion,0.004047036
reflex,reflet,0.20392197
refractar,réfractaire,0.038803995
regenera,régénérer,0.032101005
regent,regent,0.298513
regn,règne,0.15348598
renal,rénal,0.039922
renova,rénover,0.12082499
repertoriu,répertoire,0.004005015
repulsie,répulsion,0.003444016
respecta,respect,0.08148599
restaurator,restaurateur,0.023356974
retoric,rhétorique,0.017852962
retrograd,rétrograde,0.111999005
revela,révéler,0.20892403
revelație,révélation,0.021251023
reverend,révérence,0.20965403
reverență,révérence,0.027839988
