word1,word2,falseness
charbon,carbon,0.38503203
cardinal,cardinal,0.21376598
quel,cual,0.20792401
carie,caries,0.106864035
charitable,caridad,0.08386904
charnelle,carnal,0.11600798
chair,carnestolendas,0.29824796
charme,carpe,0.36116397
carte,libro,0.35210598
caisse,casar,0.489764
chaste,casto,0.120472014
châtelain,castellano,0.380607
cause,causar,0.22569603
causer,causar,0.038616
caverneux,cavernoso,0.0030229688
casuel,casual,0.35954198
cire,querer,0.39883703
cellier,cillero,0.15079397
céleste,celeste,0.12712398
cénotaphe,cenotafio,0.0005069971
cens,censo,0.241247
centurion,centurión,0.093033016
cendre,ceniza,0.023894012
cep,cepo,0.28724998
céréale,cereal,0.016061008
cervical,cervical,0.002246976
clef,llave,0.101201
clamer,llamar,0.18321303
cail,cuajo,0.28151798
cine,cena,0.42366797
ceindre,ceñir,0.058661997
cerise,cereza,0.05108601
cerise,cerezo,0.256825
citer,citado,0.31527597
civilité,civilidad,0.01444304
classique,clásico,0.10025203
clément,clemente,0.110607
clinique,clínico,0.045970976
cloaque,cloaca,0.043604016
cuire,acá,0.415551
cor,cornudo,0.310966
côte,cuesta,0.501131
mitt,code,0.424739
collapse,colapso,0.19346803
choline,colina,0.43919298
colloque,coloquio,0.030350983
colon,colon,0.0036450028
colori,color,0.21570298
colostrum,calostro,0.008384049
comité,cometer,0.549699
compendium,compendio,0.03519398
composite,compuesto,0.22746503
compulsion,compulsión,0.034156978
communicatif,comunicativo,0.02207005
co,cono,0.503785
concession,conceder,0.30794
concevoir,concebir,0.14960206
conception,concepción,0.197894
conception,concepción,0.197894
conclure,concluir,0.0032489896
concomitant,concomitante,0.002793014
concomitant,concomitante,0.002793014
concubin,concubina,0.06617606
congeler,congelar,0.050484
congénère,congénere,0.04010701
congruence,congruencia,0.021434963
consacrer,consagrar,0.315175
consistoire,consistorio,0.009111047
console,consolar,0.387762
consonance,consonancia,0.11788598
constant,constante,0.008631945
constance,constancia,0.25296304
consulte,consultar,0.017446041
contingence,contingencia,0.04965502
continu,continuar,0.32232702
contracter,contrato,0.37673196
contradictoire,contradictorio,0.03224498
convalescent,convaleciente,0.0012120008
convenant,conveniente,0.09869102
convent,convento,0.08608499
convergent,convergente,0.10211098
caravelle,carabela,0.058091044
corbeau,cuervo,0.07631701
cornu,cornudo,0.08034
corolle,corola,0.028723955
corollaire,corolario,0.054434955
corporal,cuerpo,0.152183
courtine,cortina,0.238594
corrompre,corrupto,0.188739
corvette,corbeta,0.0050989985
cosmique,cósmico,0.025510013
carpe,carpa,0.07085201
crever,quebrar,0.23657697
crasse,craso,0.271951
croiseur,cruz,0.511536
cru,crudo,0.196109
cine,cuño,0.417951
culm,colmo,0.44667402
culminer,culminará,0.18718901
communier,comulgar,0.010161996
courir,culo,0.41467503
courage,coraje,0.021218002
courir,correa,0.57627904
curieux,curioso,0.03930199
cul,culo,0.139456
it,casi,0.385877
quorum,quórum,0.023342013
dalmatique,dalmático,0.05731201
dalmatique,dalmático,0.05731201
datif,dativo,0.0048890114
dommages,daño,0.14949799
dorénavant,de,0.29182798
débile,débil,0.281543
décade,década,0.213331
décembre,diciembre,0.0064830184
décennal,decenal,0.03934601
déclinaison,declinación,0.020220011
déductif,deducir,0.24022001
déflagration,deflagración,0.017889023
doigt,dedal,0.29218102
déisme,deísmo,0.01631695
dauphin,delfín,0.03660199
délicat,delicado,0.011076987
délire,delirio,0.056472003
dément,demente,0.310183
démolir,demoler,0.008194983
densité,densidad,0.05273801
départ,apartar,0.24309799
dépot,depósito,0.03140703
déposer,deponer,0.14683601
déroger,derogar,0.13137197
délier,desligar,0.22351003
destructive,destructivo,0.032512963
destructeur,destructor,0.07762897
diadème,diadema,0.006493032
diastole,diástole,0.045351982
dicter,dictar,0.117707014
dictature,dictadura,0.007863998
dîme,diezmo,0.023374021
diplôme,diploma,0.059498966
discordance,discordia,0.29362103
discuter,discutir,0.25884104
discussion,discusión,0.014009953
dissimuler,disimular,0.047747016
dithyrambe,ditirambo,0.03838098
diurétique,diurético,0.0032690167
diurne,diurno,0.08730602
divers,diverso,0.23191103
dividende,dividir,0.452684
dividende,dividendo,0.03183198
divinité,divinidad,0.014775991
doge,dux,0.125786
dogmatique,dogmático,0.041545987
dam,don,0.332208
donne,doña,0.34805202
dorique,dórico,0.025981963
dormeuse,dormir,0.167539
dos,dorso,0.091123015
dragon,dragon,0.045771003
dromadaire,dromedario,0.055987
doux,dolce,0.29497996
dimanche,domingo,0.19852
durable,durable,0.24633098
équinoxe,equinoccio,0.018182993
équivoque,equívoco,0.076624036
efficient,eficiente,0.04016602
effusion,efusión,0.094984055
égide,égida,0.06433797
élégie,elegía,0.16213101
émaner,emanar,0.015784979
emi,hemisferio,0.632078
empirique,empírico,0.09016299
énigmatique,enigmático,0.019939005
énumération,enumeración,0.01673603
épique,épico,0.041727006
épileptique,epiléptico,0.0013989806
épiscopal,episcopal,0.0075950027
épithète,epíteto,0.024186015
héroïque,heroico,0.040679038
essence,esencia,0.11371595
éterniser,eterno,0.288496
étymologie,etimología,0.015290022
évasion,evasión,0.132198
évident,evidente,0.033421993
évidence,evidencia,0.01374501
able,excitable,0.295067
exécrable,execrable,0.069655
exhaustif,exhaustivo,0.0008569956
exorde,exordio,0.029017985
exportation,exportar,0.113893986
express,expreso,0.214784
extension,extensión,0.041171968
fabrica,fábrica,0.10606101
facteur,factura,0.414268
fou,fag,0.36620504
familier,familiar,0.183593
familie,familia,0.355553
fantasme,fantasma,0.250753
fors,fuera,0.35203695
faon,feto,0.20574
fécule,fécula,0.0065380335
félin,felino,0.0077260137
festin,fiesta,0.19929898
face,faz,0.38804603
fétide,fétido,0.010606945
foetus,feto,0.136459
fer,fera,0.44086698
fiduciaire,fiduciario,0.004261017
fiel,hiel,0.037366986
filial,hijo,0.270197
philosopher,filosofar,0.13763696
fini,finito,0.0027250051
fil,hilo,0.056156993
fiscal,fiscal,0.006766975
flamme,llama,0.27565202
flagrant,flagrante,0.0099179745
floriculture,flor,0.408229
fluor,flúor,0.022778034
fluxion,flujo,0.16532299
foramen,foramen,0.027247012
phosphore,fósforo,0.0037370324
frênaie,fresno,0.339002
confrère,hermano,0.14432997
frayer,fregar,0.28761002
frein,freno,0.008455992
frivole,frívolo,0.02493304
effronté,frente,0.458763
fuge,huir,0.37974697
fougueux,huir,0.37493598
fumigation,fumigación,0.036027014
fumigation,fumigación,0.036027014
fourche,horca,0.232402
drapeau,horno,0.639095
futile,fútil,0.049535036
génie,genio,0.078088015
gentiane,genciana,0.050464988
genou,hinojo,0.639713
gesta,gesto,0.42959702
gland,lande,0.31884497
gymnastique,gimnástico,0.18375298
glabre,glabro,0.045992017
glacial,glacial,0.01098299
globule,glóbulo,0.0018680096
glu,gluten,0.19817302
graphique,gráfico,0.024479985
gras,graso,0.0061970055
gracier,gracia,0.32580197
gratis,gratis,0.032030016
grégaire,gregario,0.14845502
grosse,grueso,0.07361001
gomme,goma,0.041132987
dégoûter,gusto,0.23311198
goute,gota,0.041975975
hermine,armiño,0.07310298
herpès,herpes,0.031148016
hyacinthe,jacinto,0.21815899
hydraulique,hidráulico,0.043570995
hiératique,hierático,0.020896971
lever,llevar,0.13796002
idiome,idioma,0.08588499
idolâtre,ídolo,0.13494498
lierre,hiedra,0.025371999
je,yo,0.028228998
illustre,ilustre,0.27857703
illusoire,ilusorio,0.02235502
immanent,inmanente,0.005088985
imminence,inminencia,0.03986603
immeuble,inmóvil,0.569703
imparfait,imperfecto,0.0022360086
importation,importar,0.30222702
impotent,impotente,0.106294006
impôt,impuesto,0.064807
imputer,imputar,0.041889966
imputation,imputación,0.0009980202
immonde,inmundo,0.07037598
in,lino,0.45404097
hausser,alzar,0.15488702
ceindre,encender,0.23435798
inciter,incitar,0.036242962
incliner,inclinar,0.15981701
inclination,inclinación,0.03268099
indéterminée,indeterminado,0.053435028
indigent,indigente,0.01511699
indistinct,indistinto,0.0075689554
indolent,indolente,0.0023750067
indolence,indolencia,0.008374035
indult,indulto,0.19033802
inepte,inepto,0.17225698
infernal,infierno,0.140239
infinité,infinito,0.062886
inflexion,inflexión,0.024742007
informe,informar,0.077874005
ingénu,ingenuo,0.05195999
ange,angel,0.082352996
inhaler,inhalar,0.007452011
animer,alma,0.45242903
initier,iniciar,0.076623976
commencer,inicial,0.37860796
initiateur,iniciador,0.0053899884
innocent,inocente,0.16556501
inoculer,inocular,0.002867043
inodore,inodoro,0.22779298
insecte,insecto,0.07892197
insidieux,insidioso,0.017149031
insipide,insípido,0.033391953
insister,insistir,0.024339974
insolent,insolente,0.032362998
insolence,insolencia,0.01503402
insomnie,insomnio,0.0076159835
insulte,insultar,0.039390028
integral,integral,0.121802
intense,intenso,0.0077619553
inter,entre,0.374283
interdiction,interdicción,0.30295196
interêt,interés,0.16376203
interne,interno,0.12228501
interroger,interrogar,0.014218986
interpréter,interpretar,0.02612698
interposer,interponer,0.11788398
intersection,intersección,0.0012869835
interstice,intersticio,0.002169013
intima,íntimo,0.076406
intrigue,intriga,0.038619995
intrinsèque,intrínseco,0.010226965
inutile,inútil,0.10544801
inversion,inversión,0.19894102
investigateur,investigador,0.036511004
involucre,involucro,0.06793201
involution,involución,0.059394002
hypocrisie,hipócrita,0.04934299
irruption,irrupción,0.075670004
irruption,irrupción,0.075670004
historique,histórico,0.030165017
juillet,julio,0.025522053
autour,jurar,0.51870704
injurier,juró,0.476452
juvénile,juvenil,0.12201303
labile,lábil,0.01007396
lagune,laguna,0.03909999
lai,allá,0.431993
lama,llama,0.555843
laitue,lechuga,0.051127017
larve,larva,0.026077986
les,lado,0.338775
lecture,lección,0.388888
legs,ligadura,0.42159903
législateur,legislador,0.039628983
légitime,legítimo,0.008831978
lion,león,0.212518
létal,letal,0.027361989
lésion,lesión,0.09594798
lichen,liquen,0.041251987
lombric,lombriz,0.026472986
limite,limitar,0.288391
littéraire,literario,0.0008339882
lieu,luego,0.319233
lieu,luego,0.319233
luire,lucir,0.16519102
lucratif,lucrativo,0.14688903
lunatique,lunático,0.04031399
long,luengo,0.50048494
masse,machuca,0.549666
magistère,magisterio,0.09887397
magnifique,magnífico,0.009656966
mai,das,0.590223
majeur,mayor,0.021512002
maléfique,maléfico,0.07360399
malice,malicia,0.018920988
maman,mama,0.30847496
mandibule,mandíbula,0.0017020106
manoeuvre,maniobra,0.15179598
mante,mantilla,0.183195
mantisse,mantisa,0.019733012
manuel,manual,0.03807497
marginal,margen,0.268354
magnanime,magnánimo,0.0018339753
marmelade,mer,0.379793
martial,marcial,0.033282995
martyr,mártir,0.05173397
menu,menudo,0.533843
mathématique,matemático,0.13063401
matériel,material,0.07072103
immatériel,madera,0.510913
matri,matriz,0.244037
matrice,matriz,0.037461042
matrice,matriz,0.037461042
maxime,máximo,0.24206099
maxime,máximo,0.24206099
machine,mecánico,0.361058
médical,médico,0.03860998
mil,mijo,0.023772001
mil,mijo,0.023772001
mémorandum,memorando,0.0041000247
immémorial,memoria,0.312878
menuet,minué,0.18071502
merle,mirla,0.138697
métallique,metálico,0.09437299
miel,mel,0.44229698
miel,mel,0.44229698
millénaire,milenario,0.162543
mime,mimo,0.056094974
mensonge,mentir,0.06664002
minime,mínimo,0.05604601
minium,minio,0.177703
mineur,menor,0.071366996
menthe,mienta,0.44534904
menthe,mienta,0.44534904
minuscule,minúsculo,0.08661604
miscellanées,miscelánea,0.15181601
mol,muelle,0.399753
meule,morir,0.45652297
meuble,móvil,0.33255398
mode,moda,0.061959982
mode,módulo,0.323243
monarchiste,monarca,0.39182
monocle,monóculo,0.002143979
morbide,mórbido,0.07846099
moche,moco,0.273085
moult,mucho,0.18831599
multiforme,multiforme,0.001975
mur,muri,0.42061102
mule,mora,0.271955
murmure,murmurar,0.14305902
mousse,musgo,0.094573975
mu,mudo,0.46177298
mutiler,mutilar,0.008861959
mu,mudo,0.46177298
naf,nabo,0.299317
narrer,nariz,0.512257
nard,nardo,0.17117801
renaissance,nacer,0.52512
net,neto,0.24227
un,uno,0.30963004
nitreux,nitroso,0.07266301
ière,noche,0.362051
notre,nuestro,0.10606402
anoblir,noble,0.18229797
nobiliaire,noble,0.186955
noeud,nudo,0.023005992
nona,nono,0.22438398
natation,notación,0.649133
note,noto,0.24478596
nouvelle,novedad,0.27689898
noix,nuez,0.12129998
nucléus,núcleo,0.293037
nul,nulo,0.111191034
nul,nulo,0.111191034
il,uno,0.27417
ost,hueste,0.20250902
obédience,obediencia,0.042199016
obèse,obeso,0.036161005
oblique,oblicuo,0.014575005
oblong,oblongo,0.05053401
obsidiane,obsidiana,0.02019599
oeil,ojo,0.09949499
ocre,ocre,0.0067089796
occulte,oculto,0.15654603
occuper,ocupar,0.045728028
occupation,ocupación,0.006177008
ennuyer,odioso,0.207566
onéreux,oneroso,0.12817699
opaque,opaco,0.07844597
opale,ópalo,0.024705976
opera,ópera,0.042201996
opérer,operado,0.22776303
huit,ocho,0.0075939894
optatif,optativo,0.06182903
oratoire,oratoria,0.193378
ordinal,orden,0.37032297
orgue,órgano,0.09405202
organique,orgánico,0.010922968
eux,hueso,0.46612298
hosanna,hosanna,0.022983015
pacific,paz,0.34516203
poix,pez,0.38149196
pou,piojo,0.149544
payen,pagano,0.340386
pâle,pálido,0.027252018
palmier,palma,0.204793
panthère,pantera,0.013062954
patelin,papa,0.257665
par,palo,0.574015
paradisiaque,paradisíaco,0.024010003
carême,cuaresma,0.0059949756
participe,participio,0.427747
poil,pelo,0.020796001
pascal,pascual,0.30846602
pastiche,pastiche,0.032137036
patent,patente,0.003410995
pathétique,patético,0.022408009
patron,patrón,0.12183699
patronymique,patronímico,0.079925
quadrilatère,cuatro,0.39144698
quadrilatère,cuadrilátero,0.054059982
paon,pavon,0.20261803
par,ad,0.58857703
pierre,piedra,0.07490599
pédale,pedal,0.021124959
panne,peña,0.46515298
pénultième,penúltimo,0.04898703
pépin,pepino,0.284059
pis,pecho,0.36473498
peigne,peine,0.005856991
pareil,parejo,0.42288202
perfidie,perfidia,0.041341007
parchemin,pergamino,0.03868699
période,período,0.00979799
périodique,periódico,0.11501098
périple,periplo,0.153481
perplexe,perplejo,0.031947017
personnage,persona,0.433337
maquereau,pez,0.18073198
petition,petición,0.11324799
peau,perecer,0.525601
pis,pecho,0.36473498
peigne,peine,0.005856991
pêche,prisco,0.719472
piété,piedad,0.08392799
pin,pino,0.038493007
pain,pan,0.116072
panse,panza,0.252863
complaisance,placer,0.17174298
planétaire,planetario,0.08673602
plastic,plástico,0.12770599
plastic,plástico,0.12770599
plier,llegar,0.287842
plein,lleno,0.06151399
peuple,chopo,0.27722996
pneumatique,neumático,0.0133190155
portail,puerta,0.23157799
poétique,poético,0.03268498
ponte,punta,0.25945902
ponton,pontón,0.03978902
peuple,pueblo,0.078271985
portique,pórticos,0.017165005
postérieur,posterior,0.08774203
postérité,posteridad,0.022840977
posthume,póstumo,0.038976967
potence,potencia,0.390654
proie,presa,0.10682997
prairial,prado,0.284011
précaire,precario,0.12306702
prélat,prelado,0.026104987
première,premio,0.352958
prix,prez,0.589969
précieuse,precioso,0.122278035
presbytère,presbiterio,0.08487797
présidium,presidio,0.48527998
maire,primero,0.566252
primat,primate,0.38305002
primula,primavera,0.285397
principat,principado,0.08977401
principe,principio,0.10452002
prendre,prender,0.31899297
privatif,privativo,0.064260006
probité,probidad,0.04669696
procès,proceso,0.35546398
procurateur,procurador,0.033403993
prodigue,pródigo,0.01670298
profane,profano,0.0042159557
profane,profano,0.0042159557
progrès,progreso,0.032950044
prolapsus,prolapso,0.035061
prolixe,prolijo,0.032490015
pronominal,pronominal,0.012611985
prononcer,pronunciar,0.035254
proscrire,proscribir,0.05604601
prospectus,prospecto,0.099076
providence,providencia,0.12207201
prosaïque,prosaico,0.036805987
psaume,salmo,0.095483005
pubis,pubis,0.021453023
pondre,poner,0.24741098
poudre,polvo,0.08694303
poupe,pulpa,0.44182497
impur,puro,0.16925398
puce,pulga,0.23693702
puits,pozo,0.005298972
radius,radio,0.40663797
rance,rancio,0.248501
résineux,resinoso,0.08787
mal,reo,0.52677906
royal,real,0.07801598
reception,recepción,0.059954017
recreation,recreación,0.17696503
rectifier,rectificar,0.054462016
recto,recto,0.22214302
référent,referente,0.03812605
regent,regente,0.27394903
règne,reino,0.413292
remède,remedio,0.054105997
rénover,renovar,0.10889602
répercussion,repercusión,0.06589496
restitution,restitución,0.0007510185
rhétorique,retórico,0.08849102
rétrocéder,retroceder,0.26962402
rétrograde,retrógrada,0.014378011
révérence,reverendo,0.24496701
révérence,reverendo,0.24496701
rigueur,rigor,0.037238
rime,rima,0.06049204
rance,rancio,0.248501
rognon,riñón,0.27839902
roure,roer,0.350443
rouge,rubio,0.468118
roux,rojo,0.198654
roux,rojo,0.198654
rotonde,rotonda,0.08650601
rosaire,rosario,0.24143302
rhubarbe,ruibarbo,0.10442102
rompre,arroba,0.564529
roture,rotura,0.34788203
rusticus,rústico,0.28240103
selle,silla,0.201471
sac,saco,0.024318993
sacrament,sacramento,0.066935
sacristain,sacristán,0.01474905
saphir,zafiro,0.025164008
sagace,sagaz,0.016372025
sauge,salvia,0.056961
salin,salina,0.088483006
saumon,salmón,0.009366989
saut,saltar,0.10139102
salvateur,salvador,0.179764
sauge,salvia,0.056961
sandale,sandalia,0.04544902
sanguin,sangre,0.10523504
sanguin,sangre,0.10523504
sept,siete,0.0032110214
saillir,salir,0.180574
sarcasme,sarcasmo,0.0012600422
sardine,sardina,0.033564985
saillir,salir,0.180574
serpent,sierpe,0.24203098
satrape,sátrapa,0.013100982
saynète,sainete,0.043838978
scénique,escénico,0.019101977
scheme,esquema,0.202654
sciatique,ciático,0.02087301
bref,corto,0.19578901
sembler,sembrar,0.408329
sébum,sebo,0.132141
sectionner,seco,0.48454398
sectionner,seco,0.48454398
séculaire,secular,0.04860699
sécher,seco,0.292027
séditieux,sedicioso,0.0042999983
semestre,semestre,0.06775701
sénile,senil,0.016903996
serein,sereno,0.256771
monseigneur,señor,0.250135
séparable,separable,0.009625971
septime,séptimo,0.46545196
desservir,siervo,0.482358
soif,sed,0.054167002
sphérique,esférico,0.043066025
sangle,sendos,0.46369898
suicide,suicidio,0.0070539713
solaire,sol,0.16141602
sobre,sobrio,0.044228017
socio,socio,0.20028499
solitaire,solitario,0.04914397
solvant,solvente,0.05266899
sordide,sórdido,0.011426985
espadon,espada,0.132669
spatule,espátula,0.012520969
special,especial,0.08759096
spéculer,especular,0.0008009672
épi,espiga,0.03749296
spin,espina,0.580706
spiritual,espiritual,0.17761898
ester,estado,0.39617097
stationnaire,estacionario,0.0024909973
statuaire,estatuaria,0.020646036
statuaire,estatuaria,0.020646036
stature,estatura,0.09478897
stigma,estigma,0.09128299
stimulus,estímulo,0.051949978
estomac,estomacal,0.052439988
étrangler,estrangular,0.007978022
huître,ostra,0.10913199
ii,estructura,0.50964105
studieux,estudioso,0.14549097
sous,so,0.39881998
subterfuge,subterfugio,0.119109035
suc,jugo,0.146707
soudeur,sudor,0.405599
soudeur,sudor,0.405599
son,sonar,0.45988202
superficie,superficie,0.08062303
superflu,superfluo,0.016574979
supprimer,suprimir,0.14222199
susceptible,susceptible,0.026036024
tact,tacto,0.031693995
taon,tábano,0.08920398
tor,toro,0.31923
tête,testa,0.45668602
tempête,tempestad,0.11175001
tenace,tenaz,0.021807015
ténia,tenia,0.272432
terme,terminar,0.316493
ternaire,ternario,0.010690987
tibia,tibia,0.14483601
temporal,tiempo,0.34279996
teinture,tintura,0.005497992
prétendant,tender,0.543229
tenue,tener,0.23562703
total,todo,0.34878898
le,tono,0.340163
topaze,topacio,0.087277025
thoracique,tórax,0.035164
torrent,torrente,0.06647295
soustraire,traer,0.22040698
transposer,transponer,0.043924987
traiter,tratado,0.334408
traumatique,traumático,0.10212302
tribun,tribuna,0.447757
tricorne,tricornio,0.060746998
trident,tridente,0.02098903
triomphal,triunfo,0.28977004
tub,tubo,0.173489
tuba,tuba,0.041647017
tumulus,túmulo,0.027222037
tourner,verter,0.21166101
ultime,último,0.015020996
pommettes,hombro,0.18045098
ombelle,umbela,0.010300994
enfler,hinchar,0.08322501
humble,humilde,0.023235977
humeur,humor,0.15117198
dont,ond,0.43383098
angulaire,ángulo,0.105830014
ongle,uña,0.10945901
universel,universales,0.15019402
ortie,ortiga,0.119165
vaccin,vaca,0.430471
vacher,vaquero,0.199408
vagin,vagina,0.0054199696
dévaler,valle,0.379256
valide,válido,0.013611019
valvule,válvula,0.16219795
versement,derrame,0.44454896
vaso,vaso,0.13085303
vieil,viejo,0.067270994
vélocité,velocidad,0.01718396
vénal,venal,0.18108103
velin,veneno,0.31285298
veineux,venoso,0.031201959
ventiler,ventilar,0.009414017
verveine,verbena,0.197691
vers,verso,0.447955
vertébré,vertebrado,0.01175797
via,vivir,0.498662
vicaire,vicario,0.034031034
vicinal,vecinal,0.08987403
vicieux,vicioso,0.016538024
vice,vicio,0.48903298
video,vídeo,0.052895963
guêpe,avispa,0.030445993
vigile,vigilia,0.131955
vif,viña,0.366768
vil,villa,0.34981197
venger,reponerse,0.41897202
vinicole,vinificación,0.13144797
virago,virago,0.017701
visqueux,viscoso,0.010895014
viande,vida,0.61835897
vivacité,vivacidad,0.028949976
vostre,vuestro,0.076031
vocable,vocablo,0.13059801
vocal,vocal,0.026748002
volant,volante,0.102709025
voluptueux,voluptuoso,0.013485014
volute,voluta,0.14408103
vorace,voraz,0.05369699
aigle,buitre,0.24818596
vulve,vulva,0.01365298
dix,diez,0.000100016594
zele,celo,0.41263202
di,decir,0.485744
di,día,0.503488
zodiaque,zodíaco,0.05613196
